"header_name","data_name"
"PLAYER",""
"TEAM",""
"DATE",""
"MATCHUP",""
"W/L",""
"MIN",""
"PTS",""
"FGM",""
"FGA",""
"FG%",""
"3PM",""
"3PA",""
"3P%",""
"FTM",""
"FTA",""
"FT%",""
"OREB",""
"DREB",""
"REB",""
"AST",""
"STL",""
"BLK",""
"TOV",""
"PF",""
"+/-",""
"","Edmond Sumner"
"","3"
"","12"
"","Wenyen Gabriel"
"","POR"
"","08/15/2020"
"","POR vs. MEM"
"","W"
"","9"
"","3"
"","1"
"","3"
"","33.3"
"","1"
"","1"
"","100.0"
"","0"
"","0"
"","-"
"","1"
"","0"
"","1"
"","1"
"","0"
"","0"
"","0"
"","2"
"","2"
"","Grayson Allen"
"","MEM"
"","08/15/2020"
"","MEM @ POR"
"","L"
"","23"
"","3"
"","1"
"","3"
"","33.3"
"","0"
"","1"
"","0.0"
"","1"
"","2"
"","50.0"
"","1"
"","4"
"","5"
"","1"
"","0"
"","0"
"","2"
"","2"
"","-5"
"","Kyle Anderson"
"","MEM"
"","08/15/2020"
"","MEM @ POR"
"","L"
"","27"
"","10"
"","4"
"","6"
"","66.7"
"","1"
"","1"
"","100.0"
"","1"
"","1"
"","100.0"
"","1"
"","5"
"","6"
"","9"
"","2"
"","1"
"","6"
"","3"
"","10"
"","Jusuf Nurkic"
"","POR"
"","08/15/2020"
"","POR vs. MEM"
"","W"
"","41"
"","22"
"","8"
"","14"
"","57.1"
"","2"
"","3"
"","66.7"
"","4"
"","9"
"","44.4"
"","6"
"","15"
"","21"
"","6"
"","2"
"","2"
"","5"
"","5"
"","18"
"","Ja Morant"
"","MEM"
"","08/15/2020"
"","MEM @ POR"
"","L"
"","42"
"","35"
"","13"
"","28"
"","46.4"
"","3"
"","6"
"","50.0"
"","6"
"","8"
"","75.0"
"","1"
"","3"
"","4"
"","8"
"","0"
"","0"
"","8"
"","1"
"","-15"
"","Zach Collins"
"","POR"
"","08/15/2020"
"","POR vs. MEM"
"","W"
"","7"
"","3"
"","1"
"","2"
"","50.0"
"","1"
"","2"
"","50.0"
"","0"
"","0"
"","-"
"","0"
"","1"
"","1"
"","0"
"","0"
"","0"
"","0"
"","1"
"","8"
"","Gary Trent Jr."
"","POR"
"","08/15/2020"
"","POR vs. MEM"
"","W"
"","35"
"","8"
"","3"
"","6"
"","50.0"
"","1"
"","3"
"","33.3"
"","1"
"","2"
"","50.0"
"","1"
"","2"
"","3"
"","1"
"","5"
"","2"
"","2"
"","1"
"","1"
"","Damian Lillard"
"","POR"
"","08/15/2020"
"","POR vs. MEM"
"","W"
"","45"
"","31"
"","6"
"","15"
"","40.0"
"","5"
"","14"
"","35.7"
"","14"
"","14"
"","100.0"
"","0"
"","2"
"","2"
"","10"
"","1"
"","0"
"","1"
"","2"
"","17"
"","Anthony Tolliver"
"","MEM"
"","08/15/2020"
"","MEM @ POR"
"","L"
"","23"
"","7"
"","2"
"","4"
"","50.0"
"","1"
"","2"
"","50.0"
"","2"
"","2"
"","100.0"
"","1"
"","2"
"","3"
"","0"
"","0"
"","1"
"","0"
"","6"
"","21"
"","Dillon Brooks"
"","MEM"
"","08/15/2020"
"","MEM @ POR"
"","L"
"","38"
"","20"
"","7"
"","18"
"","38.9"
"","4"
"","5"
"","80.0"
"","2"
"","3"
"","66.7"
"","1"
"","1"
"","2"
"","2"
"","1"
"","0"
"","0"
"","3"
"","-11"
"","CJ McCollum"
"","POR"
"","08/15/2020"
"","POR vs. MEM"
"","W"
"","44"
"","29"
"","11"
"","19"
"","57.9"
"","3"
"","7"
"","42.9"
"","4"
"","4"
"","100.0"
"","0"
"","3"
"","3"
"","1"
"","2"
"","1"
"","2"
"","1"
"","-2"
"","Josh Richardson"
"","PHI"
"","08/14/2020"
"","PHI @ HOU"
"","W"
"","23"
"","5"
"","2"
"","4"
"","50.0"
"","1"
"","2"
"","50.0"
"","0"
"","0"
"","-"
"","0"
"","1"
"","1"
"","1"
"","0"
"","0"
"","0"
"","2"
"","0"
"","Norvel Pelle"
"","PHI"
"","08/14/2020"
"","PHI @ HOU"
"","W"
"","9"
"","6"
"","3"
"","4"
"","75.0"
"","0"
"","1"
"","0.0"
"","0"
"","0"
"","-"
"","0"
"","2"
"","2"
"","0"
"","0"
"","0"
"","1"
"","2"
"","0"
"","Amir Coffey"
"","LAC"
"","08/14/2020"
"","LAC vs. OKC"
"","W"
"","50"
"","21"
"","7"
"","17"
"","41.2"
"","2"
"","8"
"","25.0"
"","5"
"","8"
"","62.5"
"","0"
"","2"
"","2"
"","4"
"","4"
"","1"
"","2"
"","6"
"","11"
"","Shai Gilgeous-Alexander"
"","OKC"
"","08/14/2020"
"","OKC @ LAC"
"","L"
"","14"
"","13"
"","6"
"","10"
"","60.0"
"","0"
"","1"
"","0.0"
"","1"
"","1"
"","100.0"
"","0"
"","4"
"","4"
"","0"
"","1"
"","0"
"","3"
"","0"
"","12"
"","Justin Holiday"
"","IND"
"","08/14/2020"
"","IND vs. MIA"
"","W"
"","24"
"","11"
"","3"
"","5"
"","60.0"
"","3"
"","5"
"","60.0"
"","2"
"","2"
"","100.0"
"","0"
"","7"
"","7"
"","0"
"","1"
"","0"
"","2"
"","3"
"","7"
"","Torrey Craig"
"","DEN"
"","08/14/2020"
"","DEN @ TOR"
"","L"
"","15"
"","3"
"","1"
"","6"
"","16.7"
"","1"
"","3"
"","33.3"
"","0"
"","0"
"","-"
"","1"
"","3"
"","4"
"","3"
"","0"
"","0"
"","1"
"","0"
"","-6"
"","Al Horford"
"","PHI"
"","08/14/2020"
"","PHI @ HOU"
"","W"
"","22"
"","10"
"","4"
"","7"
"","57.1"
"","2"
"","3"
"","66.7"
"","0"
"","0"
"","-"
"","0"
"","3"
"","3"
"","4"
"","0"
"","0"
"","3"
"","3"
"","0"
"","Eric Gordon"
"","HOU"
"","08/14/2020"
"","HOU vs. PHI"
"","L"
"","23"
"","13"
"","4"
"","10"
"","40.0"
"","3"
"","6"
"","50.0"
"","2"
"","2"
"","100.0"
"","0"
"","2"
"","2"
"","2"
"","0"
"","1"
"","1"
"","1"
"","-12"
"","James Harden"
"","HOU"
"","08/14/2020"
"","HOU vs. PHI"
"","L"
"","26"
"","27"
"","9"
"","16"
"","56.3"
"","4"
"","9"
"","44.4"
"","5"
"","5"
"","100.0"
"","0"
"","3"
"","3"
"","10"
"","1"
"","2"
"","7"
"","1"
"","-11"
"","Matisse Thybulle"
"","PHI"
"","08/14/2020"
"","PHI @ HOU"
"","W"
"","18"
"","7"
"","3"
"","4"
"","75.0"
"","1"
"","2"
"","50.0"
"","0"
"","0"
"","-"
"","1"
"","1"
"","2"
"","1"
"","4"
"","2"
"","1"
"","1"
"","36"
"","Norman Powell"
"","TOR"
"","08/14/2020"
"","TOR vs. DEN"
"","W"
"","23"
"","15"
"","6"
"","9"
"","66.7"
"","3"
"","5"
"","60.0"
"","0"
"","0"
"","-"
"","1"
"","5"
"","6"
"","2"
"","1"
"","1"
"","3"
"","2"
"","-3"
"","Alize Johnson"
"","IND"
"","08/14/2020"
"","IND vs. MIA"
"","W"
"","38"
"","11"
"","3"
"","8"
"","37.5"
"","2"
"","5"
"","40.0"
"","3"
"","4"
"","75.0"
"","7"
"","10"
"","17"
"","4"
"","0"
"","1"
"","3"
"","3"
"","10"
"","Noah Vonleh"
"","DEN"
"","08/14/2020"
"","DEN @ TOR"
"","L"
"","7"
"","2"
"","1"
"","2"
"","50.0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","0"
"","0"
"","0"
"","1"
"","0"
"","0"
"","0"
"","0"
"","0"
"","Jeff Green"
"","HOU"
"","08/14/2020"
"","HOU vs. PHI"
"","L"
"","25"
"","17"
"","8"
"","10"
"","80.0"
"","0"
"","2"
"","0.0"
"","1"
"","1"
"","100.0"
"","0"
"","0"
"","0"
"","4"
"","1"
"","1"
"","0"
"","4"
"","-7"
"","Andre Roberson"
"","OKC"
"","08/14/2020"
"","OKC @ LAC"
"","L"
"","28"
"","3"
"","1"
"","9"
"","11.1"
"","0"
"","6"
"","0.0"
"","1"
"","2"
"","50.0"
"","1"
"","4"
"","5"
"","2"
"","0"
"","1"
"","0"
"","4"
"","6"
"","Raul Neto"
"","PHI"
"","08/14/2020"
"","PHI @ HOU"
"","W"
"","19"
"","14"
"","4"
"","8"
"","50.0"
"","1"
"","3"
"","33.3"
"","5"
"","7"
"","71.4"
"","0"
"","3"
"","3"
"","5"
"","0"
"","0"
"","0"
"","0"
"","20"
"","Matt Thomas"
"","TOR"
"","08/14/2020"
"","TOR vs. DEN"
"","W"
"","28"
"","12"
"","4"
"","6"
"","66.7"
"","2"
"","3"
"","66.7"
"","2"
"","2"
"","100.0"
"","1"
"","2"
"","3"
"","2"
"","1"
"","0"
"","2"
"","4"
"","7"
"","Terence Davis"
"","TOR"
"","08/14/2020"
"","TOR vs. DEN"
"","W"
"","34"
"","14"
"","5"
"","15"
"","33.3"
"","2"
"","6"
"","33.3"
"","2"
"","2"
"","100.0"
"","1"
"","5"
"","6"
"","3"
"","2"
"","0"
"","3"
"","2"
"","6"
"","Malcolm Miller"
"","TOR"
"","08/14/2020"
"","TOR vs. DEN"
"","W"
"","26"
"","10"
"","4"
"","5"
"","80.0"
"","2"
"","3"
"","66.7"
"","0"
"","0"
"","-"
"","1"
"","0"
"","1"
"","3"
"","1"
"","0"
"","0"
"","4"
"","3"
"","Ben McLemore"
"","HOU"
"","08/14/2020"
"","HOU vs. PHI"
"","L"
"","11"
"","3"
"","1"
"","4"
"","25.0"
"","1"
"","3"
"","33.3"
"","0"
"","0"
"","-"
"","0"
"","2"
"","2"
"","1"
"","1"
"","0"
"","0"
"","0"
"","-17"
"","Jamal Murray"
"","DEN"
"","08/14/2020"
"","DEN @ TOR"
"","L"
"","10"
"","11"
"","4"
"","5"
"","80.0"
"","3"
"","3"
"","100.0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","0"
"","1"
"","1"
"","0"
"","0"
"","2"
"","-6"
"","Joel Embiid"
"","PHI"
"","08/14/2020"
"","PHI @ HOU"
"","W"
"","23"
"","14"
"","6"
"","12"
"","50.0"
"","0"
"","0"
"","-"
"","2"
"","3"
"","66.7"
"","2"
"","4"
"","6"
"","1"
"","1"
"","1"
"","5"
"","5"
"","9"
"","Marial Shayok"
"","PHI"
"","08/14/2020"
"","PHI @ HOU"
"","W"
"","8"
"","5"
"","1"
"","4"
"","25.0"
"","1"
"","3"
"","33.3"
"","2"
"","2"
"","100.0"
"","1"
"","1"
"","2"
"","0"
"","0"
"","0"
"","1"
"","1"
"","4"
"","Terrance Ferguson"
"","OKC"
"","08/14/2020"
"","OKC @ LAC"
"","L"
"","17"
"","0"
"","0"
"","2"
"","0.0"
"","0"
"","2"
"","0.0"
"","0"
"","0"
"","-"
"","0"
"","1"
"","1"
"","0"
"","0"
"","0"
"","0"
"","4"
"","-13"
"","Bruno Caboclo"
"","HOU"
"","08/14/2020"
"","HOU vs. PHI"
"","L"
"","17"
"","11"
"","4"
"","9"
"","44.4"
"","1"
"","4"
"","25.0"
"","2"
"","2"
"","100.0"
"","1"
"","5"
"","6"
"","0"
"","2"
"","1"
"","4"
"","2"
"","-23"
"","Tyler Cook"
"","DEN"
"","08/14/2020"
"","DEN @ TOR"
"","L"
"","16"
"","4"
"","1"
"","2"
"","50.0"
"","0"
"","0"
"","-"
"","2"
"","2"
"","100.0"
"","2"
"","2"
"","4"
"","0"
"","2"
"","0"
"","2"
"","1"
"","-3"
"","Rodney McGruder"
"","LAC"
"","08/14/2020"
"","LAC vs. OKC"
"","W"
"","51"
"","9"
"","2"
"","11"
"","18.2"
"","1"
"","5"
"","20.0"
"","4"
"","6"
"","66.7"
"","3"
"","8"
"","11"
"","2"
"","2"
"","0"
"","2"
"","0"
"","0"
"","Kelly Olynyk"
"","MIA"
"","08/14/2020"
"","MIA @ IND"
"","L"
"","20"
"","6"
"","2"
"","9"
"","22.2"
"","2"
"","8"
"","25.0"
"","0"
"","0"
"","-"
"","0"
"","6"
"","6"
"","0"
"","0"
"","1"
"","0"
"","0"
"","-9"
"","Malcolm Brogdon"
"","IND"
"","08/14/2020"
"","IND vs. MIA"
"","W"
"","25"
"","16"
"","6"
"","14"
"","42.9"
"","4"
"","7"
"","57.1"
"","0"
"","0"
"","-"
"","2"
"","4"
"","6"
"","6"
"","0"
"","0"
"","3"
"","3"
"","5"
"","Edmond Sumner"
"","IND"
"","08/14/2020"
"","IND vs. MIA"
"","W"
"","31"
"","7"
"","3"
"","7"
"","42.9"
"","0"
"","3"
"","0.0"
"","1"
"","1"
"","100.0"
"","0"
"","2"
"","2"
"","6"
"","0"
"","0"
"","2"
"","4"
"","15"
"","T.J. McConnell"
"","IND"
"","08/14/2020"
"","IND vs. MIA"
"","W"
"","21"
"","8"
"","4"
"","8"
"","50.0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","0"
"","3"
"","3"
"","8"
"","1"
"","0"
"","2"
"","2"
"","12"
"","Robert Covington"
"","HOU"
"","08/14/2020"
"","HOU vs. PHI"
"","L"
"","24"
"","5"
"","1"
"","4"
"","25.0"
"","1"
"","4"
"","25.0"
"","2"
"","2"
"","100.0"
"","0"
"","5"
"","5"
"","1"
"","2"
"","2"
"","1"
"","1"
"","-3"
"","Tyler Herro"
"","MIA"
"","08/14/2020"
"","MIA @ IND"
"","L"
"","28"
"","16"
"","6"
"","16"
"","37.5"
"","3"
"","8"
"","37.5"
"","1"
"","1"
"","100.0"
"","1"
"","0"
"","1"
"","3"
"","0"
"","0"
"","3"
"","2"
"","-10"
"","P.J. Tucker"
"","HOU"
"","08/14/2020"
"","HOU vs. PHI"
"","L"
"","29"
"","7"
"","3"
"","6"
"","50.0"
"","1"
"","4"
"","25.0"
"","0"
"","0"
"","-"
"","0"
"","1"
"","1"
"","2"
"","0"
"","1"
"","0"
"","2"
"","-12"
"","Luc Mbah a Moute"
"","HOU"
"","08/14/2020"
"","HOU vs. PHI"
"","L"
"","14"
"","3"
"","1"
"","3"
"","33.3"
"","0"
"","2"
"","0.0"
"","1"
"","2"
"","50.0"
"","0"
"","1"
"","1"
"","0"
"","0"
"","0"
"","0"
"","0"
"","-14"
"","Deonte Burton"
"","OKC"
"","08/14/2020"
"","OKC @ LAC"
"","L"
"","30"
"","6"
"","3"
"","11"
"","27.3"
"","0"
"","4"
"","0.0"
"","0"
"","0"
"","-"
"","1"
"","5"
"","6"
"","5"
"","0"
"","0"
"","4"
"","2"
"","0"
"","TJ Leaf"
"","IND"
"","08/14/2020"
"","IND vs. MIA"
"","W"
"","18"
"","6"
"","3"
"","9"
"","33.3"
"","0"
"","2"
"","0.0"
"","0"
"","1"
"","0.0"
"","0"
"","3"
"","3"
"","1"
"","2"
"","0"
"","0"
"","2"
"","10"
"","Chris Boucher"
"","TOR"
"","08/14/2020"
"","TOR vs. DEN"
"","W"
"","22"
"","9"
"","3"
"","8"
"","37.5"
"","1"
"","3"
"","33.3"
"","2"
"","3"
"","66.7"
"","4"
"","5"
"","9"
"","0"
"","0"
"","1"
"","1"
"","2"
"","5"
"","Alec Burks"
"","PHI"
"","08/14/2020"
"","PHI @ HOU"
"","W"
"","22"
"","16"
"","6"
"","11"
"","54.5"
"","4"
"","6"
"","66.7"
"","0"
"","0"
"","-"
"","2"
"","3"
"","5"
"","5"
"","2"
"","0"
"","0"
"","0"
"","37"
"","Mason Plumlee"
"","DEN"
"","08/14/2020"
"","DEN @ TOR"
"","L"
"","20"
"","10"
"","4"
"","6"
"","66.7"
"","0"
"","0"
"","-"
"","2"
"","3"
"","66.7"
"","1"
"","2"
"","3"
"","2"
"","0"
"","4"
"","0"
"","2"
"","-3"
"","Kyle Alexander"
"","MIA"
"","08/14/2020"
"","MIA @ IND"
"","L"
"","12"
"","2"
"","1"
"","1"
"","100.0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","1"
"","1"
"","2"
"","0"
"","0"
"","0"
"","1"
"","1"
"","-3"
"","Derrick Jones Jr."
"","MIA"
"","08/14/2020"
"","MIA @ IND"
"","L"
"","16"
"","3"
"","1"
"","2"
"","50.0"
"","0"
"","0"
"","-"
"","1"
"","2"
"","50.0"
"","2"
"","0"
"","2"
"","2"
"","2"
"","0"
"","0"
"","2"
"","-2"
"","Tobias Harris"
"","PHI"
"","08/14/2020"
"","PHI @ HOU"
"","W"
"","24"
"","18"
"","6"
"","10"
"","60.0"
"","2"
"","3"
"","66.7"
"","4"
"","4"
"","100.0"
"","0"
"","7"
"","7"
"","4"
"","1"
"","0"
"","0"
"","0"
"","2"
"","JaMychal Green"
"","LAC"
"","08/14/2020"
"","LAC vs. OKC"
"","W"
"","27"
"","13"
"","5"
"","11"
"","45.5"
"","3"
"","6"
"","50.0"
"","0"
"","0"
"","-"
"","0"
"","8"
"","8"
"","0"
"","1"
"","0"
"","3"
"","3"
"","-2"
"","Ivica Zubac"
"","LAC"
"","08/14/2020"
"","LAC vs. OKC"
"","W"
"","11"
"","6"
"","2"
"","3"
"","66.7"
"","0"
"","0"
"","-"
"","2"
"","2"
"","100.0"
"","1"
"","3"
"","4"
"","0"
"","0"
"","1"
"","1"
"","1"
"","8"
"","Stanley Johnson"
"","TOR"
"","08/14/2020"
"","TOR vs. DEN"
"","W"
"","29"
"","23"
"","9"
"","16"
"","56.3"
"","4"
"","8"
"","50.0"
"","1"
"","3"
"","33.3"
"","0"
"","4"
"","4"
"","6"
"","1"
"","1"
"","5"
"","5"
"","5"
"","Darius Bazley"
"","OKC"
"","08/14/2020"
"","OKC @ LAC"
"","L"
"","31"
"","9"
"","3"
"","12"
"","25.0"
"","2"
"","5"
"","40.0"
"","1"
"","3"
"","33.3"
"","1"
"","7"
"","8"
"","1"
"","0"
"","2"
"","1"
"","0"
"","7"
"","Patrick Patterson"
"","LAC"
"","08/14/2020"
"","LAC vs. OKC"
"","W"
"","39"
"","17"
"","4"
"","16"
"","25.0"
"","4"
"","11"
"","36.4"
"","5"
"","6"
"","83.3"
"","3"
"","11"
"","14"
"","0"
"","0"
"","0"
"","2"
"","3"
"","-6"
"","Reggie Jackson"
"","LAC"
"","08/14/2020"
"","LAC vs. OKC"
"","W"
"","16"
"","7"
"","2"
"","8"
"","25.0"
"","1"
"","4"
"","25.0"
"","2"
"","2"
"","100.0"
"","0"
"","2"
"","2"
"","3"
"","0"
"","0"
"","3"
"","3"
"","8"
"","Mike Muscala"
"","OKC"
"","08/14/2020"
"","OKC @ LAC"
"","L"
"","14"
"","3"
"","1"
"","3"
"","33.3"
"","1"
"","3"
"","33.3"
"","0"
"","0"
"","-"
"","0"
"","1"
"","1"
"","0"
"","0"
"","1"
"","0"
"","1"
"","-8"
"","Paul Millsap"
"","DEN"
"","08/14/2020"
"","DEN @ TOR"
"","L"
"","16"
"","10"
"","4"
"","8"
"","50.0"
"","2"
"","3"
"","66.7"
"","0"
"","0"
"","-"
"","1"
"","2"
"","3"
"","2"
"","2"
"","1"
"","1"
"","2"
"","-4"
"","PJ Dozier"
"","DEN"
"","08/14/2020"
"","DEN @ TOR"
"","L"
"","31"
"","20"
"","6"
"","9"
"","66.7"
"","5"
"","6"
"","83.3"
"","3"
"","3"
"","100.0"
"","0"
"","5"
"","5"
"","8"
"","2"
"","0"
"","1"
"","0"
"","-5"
"","Udonis Haslem"
"","MIA"
"","08/14/2020"
"","MIA @ IND"
"","L"
"","24"
"","7"
"","3"
"","5"
"","60.0"
"","1"
"","1"
"","100.0"
"","0"
"","0"
"","-"
"","1"
"","7"
"","8"
"","0"
"","0"
"","0"
"","1"
"","3"
"","-5"
"","Chris Clemons"
"","HOU"
"","08/14/2020"
"","HOU vs. PHI"
"","L"
"","17"
"","4"
"","2"
"","7"
"","28.6"
"","0"
"","5"
"","0.0"
"","0"
"","0"
"","-"
"","0"
"","1"
"","1"
"","4"
"","1"
"","1"
"","1"
"","4"
"","-23"
"","Rondae Hollis-Jefferson"
"","TOR"
"","08/14/2020"
"","TOR vs. DEN"
"","W"
"","22"
"","6"
"","3"
"","9"
"","33.3"
"","0"
"","0"
"","-"
"","0"
"","1"
"","0.0"
"","2"
"","4"
"","6"
"","3"
"","0"
"","1"
"","1"
"","1"
"","11"
"","Michael Frazier"
"","HOU"
"","08/14/2020"
"","HOU vs. PHI"
"","L"
"","17"
"","0"
"","0"
"","4"
"","0.0"
"","0"
"","4"
"","0.0"
"","0"
"","0"
"","-"
"","0"
"","1"
"","1"
"","0"
"","0"
"","0"
"","1"
"","1"
"","-23"
"","Chris Silva"
"","MIA"
"","08/14/2020"
"","MIA @ IND"
"","L"
"","24"
"","5"
"","2"
"","4"
"","50.0"
"","0"
"","0"
"","-"
"","1"
"","4"
"","25.0"
"","4"
"","7"
"","11"
"","1"
"","0"
"","3"
"","1"
"","3"
"","-12"
"","Goga Bitadze"
"","IND"
"","08/14/2020"
"","IND vs. MIA"
"","W"
"","16"
"","4"
"","2"
"","5"
"","40.0"
"","0"
"","2"
"","0.0"
"","0"
"","0"
"","-"
"","1"
"","2"
"","3"
"","2"
"","1"
"","2"
"","2"
"","3"
"","9"
"","Devon Hall"
"","OKC"
"","08/14/2020"
"","OKC @ LAC"
"","L"
"","24"
"","12"
"","4"
"","12"
"","33.3"
"","3"
"","6"
"","50.0"
"","1"
"","4"
"","25.0"
"","1"
"","0"
"","1"
"","4"
"","3"
"","0"
"","1"
"","2"
"","-1"
"","Troy Daniels"
"","DEN"
"","08/14/2020"
"","DEN @ TOR"
"","L"
"","28"
"","10"
"","4"
"","11"
"","36.4"
"","2"
"","8"
"","25.0"
"","0"
"","0"
"","-"
"","0"
"","3"
"","3"
"","1"
"","1"
"","0"
"","3"
"","3"
"","-2"
"","Monte Morris"
"","DEN"
"","08/14/2020"
"","DEN @ TOR"
"","L"
"","30"
"","16"
"","4"
"","14"
"","28.6"
"","2"
"","7"
"","28.6"
"","6"
"","6"
"","100.0"
"","0"
"","6"
"","6"
"","4"
"","0"
"","1"
"","2"
"","0"
"","-7"
"","Bol Bol"
"","DEN"
"","08/14/2020"
"","DEN @ TOR"
"","L"
"","15"
"","8"
"","2"
"","6"
"","33.3"
"","0"
"","1"
"","0.0"
"","4"
"","5"
"","80.0"
"","1"
"","3"
"","4"
"","2"
"","0"
"","3"
"","2"
"","2"
"","1"
"","Austin Rivers"
"","HOU"
"","08/14/2020"
"","HOU vs. PHI"
"","L"
"","12"
"","1"
"","0"
"","2"
"","0.0"
"","0"
"","2"
"","0.0"
"","1"
"","2"
"","50.0"
"","0"
"","1"
"","1"
"","0"
"","1"
"","0"
"","1"
"","0"
"","-16"
"","Steven Adams"
"","OKC"
"","08/14/2020"
"","OKC @ LAC"
"","L"
"","6"
"","0"
"","0"
"","2"
"","0.0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","2"
"","2"
"","4"
"","0"
"","0"
"","0"
"","1"
"","0"
"","2"
"","Naz Mitrou-Long"
"","IND"
"","08/14/2020"
"","IND vs. MIA"
"","W"
"","2"
"","0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","0"
"","0"
"","0"
"","1"
"","0"
"","0"
"","1"
"","1"
"","0"
"","Solomon Hill"
"","MIA"
"","08/14/2020"
"","MIA @ IND"
"","L"
"","41"
"","21"
"","5"
"","13"
"","38.5"
"","1"
"","4"
"","25.0"
"","10"
"","12"
"","83.3"
"","2"
"","5"
"","7"
"","3"
"","1"
"","0"
"","3"
"","2"
"","-8"
"","Marc Gasol"
"","TOR"
"","08/14/2020"
"","TOR vs. DEN"
"","W"
"","17"
"","2"
"","1"
"","3"
"","33.3"
"","0"
"","1"
"","0.0"
"","0"
"","0"
"","-"
"","0"
"","3"
"","3"
"","5"
"","1"
"","1"
"","2"
"","2"
"","-2"
"","Aaron Holiday"
"","IND"
"","08/14/2020"
"","IND vs. MIA"
"","W"
"","17"
"","11"
"","5"
"","7"
"","71.4"
"","1"
"","3"
"","33.3"
"","0"
"","0"
"","-"
"","0"
"","2"
"","2"
"","2"
"","3"
"","0"
"","2"
"","2"
"","2"
"","Kyle O'Quinn"
"","PHI"
"","08/14/2020"
"","PHI @ HOU"
"","W"
"","17"
"","6"
"","3"
"","5"
"","60.0"
"","0"
"","2"
"","0.0"
"","0"
"","0"
"","-"
"","1"
"","5"
"","6"
"","5"
"","0"
"","1"
"","1"
"","1"
"","23"
"","Nerlens Noel"
"","OKC"
"","08/14/2020"
"","OKC @ LAC"
"","L"
"","15"
"","5"
"","2"
"","2"
"","100.0"
"","0"
"","0"
"","-"
"","1"
"","2"
"","50.0"
"","0"
"","1"
"","1"
"","0"
"","0"
"","1"
"","2"
"","3"
"","-1"
"","DeMarre Carroll"
"","HOU"
"","08/14/2020"
"","HOU vs. PHI"
"","L"
"","25"
"","5"
"","2"
"","5"
"","40.0"
"","1"
"","3"
"","33.3"
"","0"
"","0"
"","-"
"","0"
"","4"
"","4"
"","1"
"","1"
"","0"
"","1"
"","2"
"","-29"
"","Jerami Grant"
"","DEN"
"","08/14/2020"
"","DEN @ TOR"
"","L"
"","18"
"","2"
"","1"
"","6"
"","16.7"
"","0"
"","3"
"","0.0"
"","0"
"","0"
"","-"
"","1"
"","1"
"","2"
"","1"
"","0"
"","0"
"","0"
"","0"
"","2"
"","Nikola Jokic"
"","DEN"
"","08/14/2020"
"","DEN @ TOR"
"","L"
"","10"
"","2"
"","1"
"","1"
"","100.0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","0"
"","1"
"","1"
"","2"
"","0"
"","0"
"","1"
"","0"
"","-6"
"","Brian Bowen II"
"","IND"
"","08/14/2020"
"","IND vs. MIA"
"","W"
"","2"
"","2"
"","1"
"","1"
"","100.0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","0"
"","0"
"","0"
"","0"
"","0"
"","0"
"","0"
"","1"
"","0"
"","Dewan Hernandez"
"","TOR"
"","08/14/2020"
"","TOR vs. DEN"
"","W"
"","13"
"","4"
"","2"
"","6"
"","33.3"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","3"
"","4"
"","7"
"","1"
"","0"
"","0"
"","1"
"","0"
"","0"
"","Mike Scott"
"","PHI"
"","08/14/2020"
"","PHI @ HOU"
"","W"
"","20"
"","10"
"","3"
"","4"
"","75.0"
"","1"
"","2"
"","50.0"
"","3"
"","4"
"","75.0"
"","1"
"","6"
"","7"
"","3"
"","0"
"","0"
"","0"
"","0"
"","37"
"","Meyers Leonard"
"","MIA"
"","08/14/2020"
"","MIA @ IND"
"","L"
"","29"
"","9"
"","3"
"","7"
"","42.9"
"","2"
"","5"
"","40.0"
"","1"
"","2"
"","50.0"
"","2"
"","5"
"","7"
"","0"
"","0"
"","0"
"","3"
"","0"
"","-10"
"","Furkan Korkmaz"
"","PHI"
"","08/14/2020"
"","PHI @ HOU"
"","W"
"","17"
"","12"
"","4"
"","7"
"","57.1"
"","2"
"","5"
"","40.0"
"","2"
"","2"
"","100.0"
"","0"
"","5"
"","5"
"","1"
"","0"
"","0"
"","2"
"","1"
"","27"
"","Terance Mann"
"","LAC"
"","08/14/2020"
"","LAC vs. OKC"
"","W"
"","42"
"","25"
"","8"
"","12"
"","66.7"
"","1"
"","3"
"","33.3"
"","8"
"","13"
"","61.5"
"","4"
"","10"
"","14"
"","9"
"","2"
"","0"
"","3"
"","5"
"","-7"
"","JaKarr Sampson"
"","IND"
"","08/14/2020"
"","IND vs. MIA"
"","W"
"","23"
"","10"
"","5"
"","9"
"","55.6"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","1"
"","3"
"","4"
"","2"
"","2"
"","0"
"","2"
"","1"
"","5"
"","Duncan Robinson"
"","MIA"
"","08/14/2020"
"","MIA @ IND"
"","L"
"","13"
"","0"
"","0"
